Gene_Name,ENSEMBLID,Name_HUMAN,Drug_Name,Affinity,Class
STK16,ENSP00000386928,STK16_HUMAN,gefitinib,4.93845262,0
MAPK15,ENSP00000337691,MK15_HUMAN,tozasertib,4.938307546,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,dasatinib,4.937779177,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,dasatinib,4.937532803,0
MAPK10,ENSP00000352157,MK10_HUMAN,nilotinib,4.937532803,0
PTK6,ENSP00000442460,PTK6_HUMAN,dovitinib,4.937136628999999,0
NEK6,ENSP00000362702,NEK6_HUMAN,vandetanib,4.936980621,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,sorafenib,4.93688943,0
NEK3,ENSP00000484443,NEK3_HUMAN,nilotinib,4.936749819,0
SGK3,ENSP00000379842,SGK3_HUMAN,sunitinib,4.936315308999999,0
MAPK10,ENSP00000352157,MK10_HUMAN,vandetanib,4.936048652,0
TSSK2,ENSP00000382544,TSSK2_HUMAN,vandetanib,4.934343231000001,0
NTRK2,ENSP00000277120,NTRK2_HUMAN,dasatinib,4.933667456,0
INSR,ENSP00000303830,INSR_HUMAN,tivozanib,4.9334372,0
CDK2,ENSP00000266970,CDK2_HUMAN,dasatinib,4.932990001,0
CDK5,ENSP00000419782,CDK5_HUMAN,gefitinib,4.932990001,0
CDK5,ENSP00000419782,CDK5_HUMAN,dasatinib,4.932990001,0
CDK2,ENSP00000266970,CDK2_HUMAN,imatinib,4.932990001,0
MAPK11,ENSP00000333685,MK11_HUMAN,tozasertib,4.932497143,0
AURKC,ENSP00000302898,AURKC_HUMAN,gefitinib,4.932384156,0
ZAP70,ENSP00000264972,ZAP70_HUMAN,gefitinib,4.932277459,0
CSNK2A2,ENSP00000262506,CSK22_HUMAN,vandetanib,4.931818968,0
FES,ENSP00000331504,FES_HUMAN,nilotinib,4.930374343,0
FER,ENSP00000281092,FER_HUMAN,vemurafenib,4.930364072,0
SRMS,ENSP00000217188,SRMS_HUMAN,crizotinib,4.930364072,0
GSK3A,ENSP00000222330,GSK3A_HUMAN,vemurafenib,4.930364072,0
RIPK2,ENSP00000220751,RIPK2_HUMAN,torin2,4.930364072,0
MAP2K5,ENSP00000178640,MP2K5_HUMAN,crizotinib,4.930364072,0
MAP2K6,ENSP00000468348,MP2K6_HUMAN,crizotinib,4.930364072,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,crizotinib,4.930364072,0
GRK7,ENSP00000264952,GRK7_HUMAN,barasertib,4.930364072,0
TXK,ENSP00000264316,TXK_HUMAN,torin1,4.930364072,0
MAP3K12,ENSP00000448689,M3K12_HUMAN,barasertib,4.929910648,0
CAMK1D,ENSP00000478874,KCC1D_HUMAN,fascaplysin,4.92976843,0
BRSK2,ENSP00000371614,BRSK2_HUMAN,cediranib,4.928933143,0
STK16,ENSP00000386928,STK16_HUMAN,lapatinib,4.927222976,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,cediranib,4.927154832,0
MUSK,ENSP00000363571,MUSK_HUMAN,lapatinib,4.9271521410000005,0
MAP3K3,ENSP00000354927,M3K3_HUMAN,gefitinib,4.926938154,0
PKN2,ENSP00000359552,PKN2_HUMAN,nilotinib,4.92568194,0
RPS6KB1,ENSP00000225577,KS6B1_HUMAN,lapatinib,4.925205406,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,dovitinib,4.925021869,0
RET,ENSP00000347942,RET_HUMAN,lapatinib,4.925021869,0
PIM2,ENSP00000365692,PIM2_HUMAN,dovitinib,4.925021869,0
MAPK13,ENSP00000211287,MK13_HUMAN,gefitinib,4.924890945,0
MARK3,ENSP00000411397,MARK3_HUMAN,erlotinib,4.924694622,0
MAPK11,ENSP00000333685,MK11_HUMAN,vandetanib,4.924239134,0
CAMKK2,ENSP00000312741,KKCC2_HUMAN,erlotinib,4.924070945,0
IKBKB,ENSP00000430684,IKKB_HUMAN,lapatinib,4.923520045,0
MYLK2,ENSP00000365162,MYLK2_HUMAN,vandetanib,4.923387162,0
TSSK1B,ENSP00000375081,TSSK1_HUMAN,vandetanib,4.923189245,0
ERBB4,ENSP00000342235,ERBB4_HUMAN,tozasertib,4.923078176000001,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,imatinib,4.923017014,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,dovitinib,4.922889422,0
PIM1,ENSP00000362608,PIM1_HUMAN,erlotinib,4.922879611,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,lapatinib,4.921828441000001,0
AURKB,ENSP00000313950,AURKB_HUMAN,imatinib,4.921337137,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,vandetanib,4.920962342,0
PDK1,ENSP00000376352,PDK1_HUMAN,erlotinib,4.92087956,0
MARK1,ENSP00000483424,MARK1_HUMAN,cediranib,4.920812722,0
WNK2,ENSP00000297954,WNK2_HUMAN,tozasertib,4.920138574,0
MAPK14,ENSP00000229795,MK14_HUMAN,fascaplysin,4.919456018,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,sunitinib,4.919306616,0
PIM3,ENSP00000353824,PIM3_HUMAN,imatinib,4.919218805,0
SYK,ENSP00000364907,KSYK_HUMAN,erlotinib,4.918766402,0
MET,ENSP00000317272,MET_HUMAN,lapatinib,4.917716961,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,dasatinib,4.917270817,0
DYRK3,ENSP00000356076,DYRK3_HUMAN,vandetanib,4.917262603999999,0
CDK3,ENSP00000410561,CDK3_HUMAN,sorafenib,4.917003224,0
MAP2K4,ENSP00000410402,MP2K4_HUMAN,cediranib,4.916617231,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,sorafenib,4.916074149,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,sunitinib,4.916040965,0
MKNK2,ENSP00000250896,MKNK2_HUMAN,sunitinib,4.915650115,0
ABL2,ENSP00000427562,ABL2_HUMAN,lapatinib,4.915460373,0
MAPK11,ENSP00000333685,MK11_HUMAN,torin1,4.9143357210000005,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,dasatinib,4.9129725010000005,0
WNK3,ENSP00000346667,WNK3_HUMAN,dovitinib,4.912916861,0
CHUK,ENSP00000359424,IKKA_HUMAN,torin2,4.912849823999999,0
CSNK2A2,ENSP00000262506,CSK22_HUMAN,crizotinib,4.912849823999999,0
FGFR2,ENSP00000410294,FGFR2_HUMAN,torin1,4.912849823999999,0
KIT,ENSP00000288135,KIT_HUMAN,torin2,4.912849823999999,0
MST1R,ENSP00000296474,RON_HUMAN,torin1,4.912849823999999,0
MKNK1,ENSP00000361014,MKNK1_HUMAN,cediranib,4.912394456,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,imatinib,4.912143821,0
NUAK1,ENSP00000261402,NUAK1_HUMAN,barasertib,4.91195437,0
TLK1,ENSP00000411099,TLK1_HUMAN,barasertib,4.91195437,0
MAPK12,ENSP00000215659,MK12_HUMAN,sorafenib,4.911070099,0
TGFBR1,ENSP00000364133,TGFR1_HUMAN,tozasertib,4.911028595,0
STK17B,ENSP00000263955,ST17B_HUMAN,sorafenib,4.910773365,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,nilotinib,4.910638539,0
PIM1,ENSP00000362608,PIM1_HUMAN,torin1,4.909485255,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,sunitinib,4.909411211,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,erlotinib,4.909382291,0
MAPK13,ENSP00000211287,MK13_HUMAN,erlotinib,4.908958725,0
FGFR3,ENSP00000339824,FGFR3_HUMAN,imatinib,4.908898795,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,lapatinib,4.908730757,0
STK4,ENSP00000361892,STK4_HUMAN,erlotinib,4.908240132,0
LYN,ENSP00000428924,LYN_HUMAN,fascaplysin,4.908231601000001,0
CAMK2D,ENSP00000339740,KCC2D_HUMAN,imatinib,4.907289348,0
MAP3K3,ENSP00000354927,M3K3_HUMAN,erlotinib,4.907183883,0
ZAP70,ENSP00000264972,ZAP70_HUMAN,vandetanib,4.907068117,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,erlotinib,4.9066276680000005,0
NEK3,ENSP00000484443,NEK3_HUMAN,staurosporine,4.906467457,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,gefitinib,4.905699887,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,sorafenib,4.905238204,0
PAK4,ENSP00000469413,PAK4_HUMAN,lapatinib,4.9050026330000005,0
RIPK2,ENSP00000220751,RIPK2_HUMAN,lapatinib,4.904948275,0
IGF1R,ENSP00000268035,IGF1R_HUMAN,dasatinib,4.904469352,0
MAPK12,ENSP00000215659,MK12_HUMAN,gefitinib,4.904258995,0
INSRR,ENSP00000357178,INSRR_HUMAN,dasatinib,4.904044248,0
PRKD2,ENSP00000393978,KPCD2_HUMAN,imatinib,4.903610522,0
NEK7,ENSP00000356355,NEK7_HUMAN,gefitinib,4.903374361,0
STK16,ENSP00000386928,STK16_HUMAN,dasatinib,4.903217488,0
DYRK4,ENSP00000441755,DYRK4_HUMAN,staurosporine,4.902746723,0
TNK2,ENSP00000371341,ACK1_HUMAN,lapatinib,4.902194955,0
CAMKK2,ENSP00000312741,KKCC2_HUMAN,imatinib,4.90153909,0
MAP3K2,ENSP00000387246,M3K2_HUMAN,sorafenib,4.900769471,0
GRK7,ENSP00000264952,GRK7_HUMAN,gefitinib,4.9001598930000005,0
PAK2,ENSP00000314067,PAK2_HUMAN,dovitinib,4.900092518,0
MAP2K5,ENSP00000178640,MP2K5_HUMAN,cediranib,4.899802953,0
LIMK1,ENSP00000336740,LIMK1_HUMAN,fascaplysin,4.8996836130000005,0
AKT1,ENSP00000451828,AKT1_HUMAN,linifanib,4.899485002,0
MAPK1,ENSP00000215832,MK01_HUMAN,linifanib,4.899485002,0
PRKCD,ENSP00000378217,KPCD_HUMAN,linifanib,4.899485002,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,linifanib,4.899485002,0
CDK2,ENSP00000266970,CDK2_HUMAN,dovitinib,4.899485002,0
PIM3,ENSP00000353824,PIM3_HUMAN,linifanib,4.899485002,0
AKT2,ENSP00000375892,AKT2_HUMAN,linifanib,4.899485002,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,linifanib,4.899485002,0
PKN2,ENSP00000359552,PKN2_HUMAN,linifanib,4.899485002,0
PLK1,ENSP00000300093,PLK1_HUMAN,linifanib,4.899485002,0
CDK2,ENSP00000266970,CDK2_HUMAN,linifanib,4.899485002,0
FYN,ENSP00000346671,FYN_HUMAN,ruxolitinib,4.898970004,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,axitinib,4.898970004,0
SGK1,ENSP00000356832,SGK1_HUMAN,tozasertib,4.898970004,0
NEK4,ENSP00000233027,NEK4_HUMAN,linifanib,4.898970004,0
LCK,ENSP00000337825,LCK_HUMAN,ruxolitinib,4.898970004,0
PIM1,ENSP00000362608,PIM1_HUMAN,ruxolitinib,4.898970004,0
BTK,ENSP00000483570,BTK_HUMAN,ruxolitinib,4.898970004,0
SGK1,ENSP00000356832,SGK1_HUMAN,linifanib,4.898970004,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,tozasertib,4.89859595,0
EPHA8,ENSP00000166244,EPHA8_HUMAN,sunitinib,4.898427267,0
SGK3,ENSP00000379842,SGK3_HUMAN,sorafenib,4.898086086,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,erlotinib,4.897010264,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,erlotinib,4.896683878999999,0
MAPK8,ENSP00000378974,MK08_HUMAN,torin1,4.896310841,0
PIM3,ENSP00000353824,PIM3_HUMAN,dasatinib,4.89627505,0
PRKG1,ENSP00000363092,KGP1_HUMAN,imatinib,4.896221247,0
PDGFRA,ENSP00000257290,PGFRA_HUMAN,gefitinib,4.895869516,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,cediranib,4.895777107,0
NEK1,ENSP00000424757,NEK1_HUMAN,crizotinib,4.895264649,0
LATS2,ENSP00000372035,LATS2_HUMAN,crizotinib,4.895264649,0
RIOK2,ENSP00000283109,RIOK2_HUMAN,crizotinib,4.895264649,0
STK38,ENSP00000229812,STK38_HUMAN,barasertib,4.895264649,0
MINK1,ENSP00000347427,MINK1_HUMAN,torin2,4.895264649,0
PTK6,ENSP00000442460,PTK6_HUMAN,crizotinib,4.895264649,0
STK25,ENSP00000325748,STK25_HUMAN,torin2,4.895264649,0
MAP4K3,ENSP00000263881,M4K3_HUMAN,vemurafenib,4.895264649,0
GAK,ENSP00000314499,GAK_HUMAN,torin2,4.895264649,0
PTK6,ENSP00000442460,PTK6_HUMAN,tozasertib,4.894297298,0
FES,ENSP00000331504,FES_HUMAN,dasatinib,4.893766402,0
EPHA3,ENSP00000337451,EPHA3_HUMAN,barasertib,4.893695954,0
CDK18,ENSP00000423665,CDK18_HUMAN,barasertib,4.893695954,0
TSSK1B,ENSP00000375081,TSSK1_HUMAN,imatinib,4.89334216,0
PRKX,ENSP00000262848,PRKX_HUMAN,dovitinib,4.891688535,0
PDK1,ENSP00000376352,PDK1_HUMAN,lapatinib,4.891641955,0
ROS1,ENSP00000357494,ROS1_HUMAN,cediranib,4.891252764,0
WNK3,ENSP00000346667,WNK3_HUMAN,cediranib,4.890821961,0
MAP3K2,ENSP00000387246,M3K2_HUMAN,erlotinib,4.889077797,0
MAP2K1,ENSP00000302486,MP2K1_HUMAN,torin1,4.888593932,0
PTK2B,ENSP00000380638,FAK2_HUMAN,dasatinib,4.888552859,0
PRKCD,ENSP00000378217,KPCD_HUMAN,sunitinib,4.888199858,0
CDC42BPB,ENSP00000355237,MRCKB_HUMAN,imatinib,4.888192279,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,dasatinib,4.88811045,0
LTK,ENSP00000263800,LTK_HUMAN,dasatinib,4.888015393,0
DYRK3,ENSP00000356076,DYRK3_HUMAN,imatinib,4.887694902,0
DYRK3,ENSP00000356076,DYRK3_HUMAN,dasatinib,4.887532803,0
CSNK1G3,ENSP00000353904,KC1G3_HUMAN,dasatinib,4.887198081,0
PDK4,ENSP00000005178,PDK4_HUMAN,sunitinib,4.886701188,0
MAPK12,ENSP00000215659,MK12_HUMAN,erlotinib,4.886652678,0
PLK3,ENSP00000361275,PLK3_HUMAN,sorafenib,4.886613934,0
MAPK10,ENSP00000352157,MK10_HUMAN,erlotinib,4.885656787,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,vandetanib,4.885296822,0
MARK3,ENSP00000411397,MARK3_HUMAN,dasatinib,4.885259679,0
CAMK2B,ENSP00000379098,KCC2B_HUMAN,dasatinib,4.885206057,0
MAPK11,ENSP00000333685,MK11_HUMAN,erlotinib,4.88481606,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,barasertib,4.884430587,0
PRKD3,ENSP00000368356,KPCD3_HUMAN,barasertib,4.884430587,0
PIM3,ENSP00000353824,PIM3_HUMAN,tozasertib,4.883777571,0
NEK2,ENSP00000355966,NEK2_HUMAN,dasatinib,4.883410842,0
CAMK1D,ENSP00000478874,KCC1D_HUMAN,tozasertib,4.88309844,0
PTK2,ENSP00000341189,FAK1_HUMAN,barasertib,4.883030843999999,0
PRKAA1,ENSP00000346148,AAPK1_HUMAN,barasertib,4.883030843999999,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,erlotinib,4.88302743,0
CDK9,ENSP00000362361,CDK9_HUMAN,sunitinib,4.882642478999999,0
MINK1,ENSP00000347427,MINK1_HUMAN,sorafenib,4.8817116160000005,0
STK39,ENSP00000348278,STK39_HUMAN,nilotinib,4.881706942,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,dasatinib,4.880712863,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,tozasertib,4.880561127,0
PRKCH,ENSP00000329127,KPCL_HUMAN,sorafenib,4.880040593,0
CDK2,ENSP00000266970,CDK2_HUMAN,sorafenib,4.879212683,0
AKT1,ENSP00000451828,AKT1_HUMAN,dasatinib,4.87782892,0
PIM2,ENSP00000365692,PIM2_HUMAN,erlotinib,4.877723712,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,torin2,4.877593599999999,0
EIF2AK1,ENSP00000199389,E2AK1_HUMAN,torin1,4.877593599999999,0
GAK,ENSP00000314499,GAK_HUMAN,torin1,4.877593599999999,0
STK11,ENSP00000324856,STK11_HUMAN,crizotinib,4.877593599999999,0
MYO3A,ENSP00000265944,MYO3A_HUMAN,vemurafenib,4.877593599999999,0
MAP2K3,ENSP00000345083,MP2K3_HUMAN,vemurafenib,4.877593599999999,0
TTK,ENSP00000358813,TTK_HUMAN,vemurafenib,4.877593599999999,0
BMPR2,ENSP00000363708,BMPR2_HUMAN,vemurafenib,4.877593599999999,0
MAP2K6,ENSP00000468348,MP2K6_HUMAN,vemurafenib,4.877593599999999,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,vemurafenib,4.877593599999999,0
CDK7,ENSP00000256443,CDK7_HUMAN,torin1,4.877593599999999,0
PRKCE,ENSP00000306124,KPCE_HUMAN,imatinib,4.877441886000001,0
CDK18,ENSP00000423665,CDK18_HUMAN,sorafenib,4.877404203999999,0
GRK7,ENSP00000264952,GRK7_HUMAN,vandetanib,4.877163375,0
MERTK,ENSP00000295408,MERTK_HUMAN,nilotinib,4.877061852,0
PRKG1,ENSP00000363092,KGP1_HUMAN,gefitinib,4.877003555,0
EEF2K,ENSP00000263026,EF2K_HUMAN,tozasertib,4.876615091000001,0
MAP3K14,ENSP00000482657,M3K14_HUMAN,sorafenib,4.876421253,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,tozasertib,4.87547456,0
SLK,ENSP00000358770,SLK_HUMAN,barasertib,4.875061263,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,barasertib,4.875061263,0
CAMK2B,ENSP00000379098,KCC2B_HUMAN,imatinib,4.8745448410000005,0
NEK6,ENSP00000362702,NEK6_HUMAN,imatinib,4.874096408,0
TEK,ENSP00000369375,TIE2_HUMAN,sunitinib,4.87374789,0
MAPKAPK3,ENSP00000396467,MAPK3_HUMAN,cediranib,4.873410668,0
MAP3K9,ENSP00000451263,M3K9_HUMAN,tivozanib,4.872518466,0
PAK3,ENSP00000353864,PAK3_HUMAN,sorafenib,4.872157829,0
LIMK1,ENSP00000336740,LIMK1_HUMAN,bosutinib,4.872059627,0
ALK,ENSP00000373700,ALK_HUMAN,fascaplysin,4.871935983,0
MAPK11,ENSP00000333685,MK11_HUMAN,imatinib,4.871664582,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,barasertib,4.870450925,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,barasertib,4.870036551,0
PLK1,ENSP00000300093,PLK1_HUMAN,dovitinib,4.869984995,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,dovitinib,4.868632796,0
PAK1,ENSP00000278568,PAK1_HUMAN,tozasertib,4.8685065000000005,0
PDK1,ENSP00000376352,PDK1_HUMAN,gefitinib,4.868431833,0
MARK3,ENSP00000411397,MARK3_HUMAN,fascaplysin,4.867491365,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,sorafenib,4.867472118,0
STK16,ENSP00000386928,STK16_HUMAN,erlotinib,4.867407725,0
BTK,ENSP00000483570,BTK_HUMAN,sorafenib,4.867233094,0
PLK2,ENSP00000274289,PLK2_HUMAN,fascaplysin,4.866750612,0
CDC42BPA,ENSP00000355731,MRCKA_HUMAN,sorafenib,4.866733411,0
PRKCE,ENSP00000306124,KPCE_HUMAN,sorafenib,4.866568698,0
TYRO3,ENSP00000263798,TYRO3_HUMAN,nilotinib,4.866083935,0
PKN2,ENSP00000359552,PKN2_HUMAN,imatinib,4.865989112,0
STK25,ENSP00000325748,STK25_HUMAN,gefitinib,4.865842001,0
MYLK,ENSP00000353452,MYLK_HUMAN,fascaplysin,4.8657074510000005,0
IRAK1,ENSP00000358997,IRAK1_HUMAN,erlotinib,4.865682024,0
PRKCI,ENSP00000295797,KPCI_HUMAN,tivozanib,4.865084387,0
ERBB4,ENSP00000342235,ERBB4_HUMAN,sunitinib,4.864761621,0
PLK1,ENSP00000300093,PLK1_HUMAN,gefitinib,4.864014222,0
KDR,ENSP00000263923,VGFR2_HUMAN,lapatinib,4.863998968,0
CDC42BPB,ENSP00000355237,MRCKB_HUMAN,fascaplysin,4.863906432,0
AURKC,ENSP00000302898,AURKC_HUMAN,alvocidib,4.863275178,0
CDKL5,ENSP00000369325,CDKL5_HUMAN,sorafenib,4.862567929,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,tozasertib,4.862196605,0
MKNK2,ENSP00000250896,MKNK2_HUMAN,lapatinib,4.862099432,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,fascaplysin,4.860298372,0
CDK5,ENSP00000419782,CDK5_HUMAN,cediranib,4.860204642,0
NEK7,ENSP00000356355,NEK7_HUMAN,erlotinib,4.860108077,0
RIOK2,ENSP00000283109,RIOK2_HUMAN,barasertib,4.859821297,0
CDKL2,ENSP00000412365,CDKL2_HUMAN,torin1,4.859821297,0
TESK1,ENSP00000481045,TESK1_HUMAN,torin1,4.859821297,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,torin1,4.859821297,0
MAPK9,ENSP00000394560,MK09_HUMAN,lapatinib,4.859253069,0
AKT3,ENSP00000263826,AKT3_HUMAN,gefitinib,4.859126487,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,dovitinib,4.858421239,0
TSSK1B,ENSP00000375081,TSSK1_HUMAN,fascaplysin,4.85730555,0
CAMK2B,ENSP00000379098,KCC2B_HUMAN,vandetanib,4.857186296,0
EPHA4,ENSP00000281821,EPHA4_HUMAN,barasertib,4.856848802,0
EPHA3,ENSP00000337451,EPHA3_HUMAN,lapatinib,4.856376801000001,0
PRKX,ENSP00000262848,PRKX_HUMAN,barasertib,4.855967491,0
STK25,ENSP00000325748,STK25_HUMAN,barasertib,4.855967491,0
FGFR2,ENSP00000410294,FGFR2_HUMAN,nilotinib,4.855779658,0
TLK2,ENSP00000316512,TLK2_HUMAN,fascaplysin,4.854655419,0
CDK6,ENSP00000265734,CDK6_HUMAN,sorafenib,4.85408922,0
PAK4,ENSP00000469413,PAK4_HUMAN,dasatinib,4.854034644,0
STK3,ENSP00000429744,STK3_HUMAN,vandetanib,4.853878873999999,0
CDK16,ENSP00000276052,CDK16_HUMAN,sorafenib,4.85249332,0
CDC42BPB,ENSP00000355237,MRCKB_HUMAN,tivozanib,4.851571164,0
AURKA,ENSP00000216911,AURKA_HUMAN,imatinib,4.851472919,0
CHUK,ENSP00000359424,IKKA_HUMAN,vandetanib,4.851195135,0
AURKC,ENSP00000302898,AURKC_HUMAN,cediranib,4.851093608,0
WEE1,ENSP00000402084,WEE1_HUMAN,lapatinib,4.85088028,0
PRKCG,ENSP00000263431,KPCG_HUMAN,gefitinib,4.850313095,0
PTK2B,ENSP00000380638,FAK2_HUMAN,erlotinib,4.850278957,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,lapatinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,tozasertib,4.849485002,0
CDC42BPA,ENSP00000355731,MRCKA_HUMAN,linifanib,4.849485002,0
AKT3,ENSP00000263826,AKT3_HUMAN,linifanib,4.849485002,0
PRKD2,ENSP00000393978,KPCD2_HUMAN,linifanib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,dasatinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,dovitinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,erlotinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,gefitinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,imatinib,4.849485002,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,linifanib,4.849485002,0
PAK1,ENSP00000278568,PAK1_HUMAN,linifanib,4.849485002,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,fascaplysin,4.848943519,0
PHKG2,ENSP00000455607,PHKG2_HUMAN,vandetanib,4.848698582,0
MAPKAPK3,ENSP00000396467,MAPK3_HUMAN,tozasertib,4.848004421000001,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,gefitinib,4.847351551,0
NEK9,ENSP00000238616,NEK9_HUMAN,dasatinib,4.846273034,0
CLK2,ENSP00000357345,CLK2_HUMAN,barasertib,4.846219569,0
NEK1,ENSP00000424757,NEK1_HUMAN,sunitinib,4.846019167,0
SGK2,ENSP00000340608,SGK2_HUMAN,sorafenib,4.845617978,0
MAPK1,ENSP00000215832,MK01_HUMAN,tozasertib,4.8451846860000005,0
PRKCZ,ENSP00000367830,KPCZ_HUMAN,imatinib,4.845112509,0
CSNK1G2,ENSP00000255641,KC1G2_HUMAN,tozasertib,4.845082608,0
FGFR3,ENSP00000339824,FGFR3_HUMAN,fascaplysin,4.844452775,0
STK3,ENSP00000429744,STK3_HUMAN,imatinib,4.844322108,0
TESK1,ENSP00000481045,TESK1_HUMAN,sorafenib,4.844304361,0
STK17A,ENSP00000319192,ST17A_HUMAN,erlotinib,4.844188763,0
CAMK2G,ENSP00000319060,KCC2G_HUMAN,gefitinib,4.843766402,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,dovitinib,4.842774686,0
FGFR1,ENSP00000393312,FGFR1_HUMAN,fascaplysin,4.84274111,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,bosutinib,4.842366954,0
MAPK15,ENSP00000337691,MK15_HUMAN,torin1,4.842287103,0
INSR,ENSP00000303830,INSR_HUMAN,torin2,4.841931845,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,torin2,4.841931845,0
STK16,ENSP00000386928,STK16_HUMAN,torin2,4.841931845,0
BRAF,ENSP00000288602,BRAF_HUMAN,torin1,4.841931845,0
MAP4K2,ENSP00000294066,M4K2_HUMAN,vemurafenib,4.841931845,0
CSNK1E,ENSP00000380044,KC1E_HUMAN,torin1,4.841931845,0
KIT,ENSP00000288135,KIT_HUMAN,torin1,4.841931845,0
CIT,ENSP00000376306,CTRO_HUMAN,torin1,4.841931845,0
LRRK2,ENSP00000298910,LRRK2_HUMAN,vemurafenib,4.841931845,0
BMX,ENSP00000350224,BMX_HUMAN,torin1,4.841931845,0
TXK,ENSP00000264316,TXK_HUMAN,vemurafenib,4.841931845,0
PKMYT1,ENSP00000262300,PMYT1_HUMAN,tozasertib,4.840959582,0
CDK5,ENSP00000419782,CDK5_HUMAN,tozasertib,4.840959582,0
HIPK1,ENSP00000358571,HIPK1_HUMAN,vandetanib,4.840830546,0
INSR,ENSP00000303830,INSR_HUMAN,barasertib,4.84061625,0
EPHA4,ENSP00000281821,EPHA4_HUMAN,erlotinib,4.840206574,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,lapatinib,4.839697405,0
VRK1,ENSP00000216639,VRK1_HUMAN,imatinib,4.83969432,0
PRKAA1,ENSP00000346148,AAPK1_HUMAN,alvocidib,4.839137917,0
TGFBR2,ENSP00000351905,TGFR2_HUMAN,imatinib,4.839100812,0
MARK4,ENSP00000262891,MARK4_HUMAN,sorafenib,4.838801036,0
TEK,ENSP00000369375,TIE2_HUMAN,imatinib,4.838718276,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,tozasertib,4.838028324,0
CDK5,ENSP00000419782,CDK5_HUMAN,crizotinib,4.837532803,0
CAMK1,ENSP00000256460,KCC1A_HUMAN,erlotinib,4.837071277,0
MAPK7,ENSP00000311005,MK07_HUMAN,sunitinib,4.837062582,0
MAPKAPK2,ENSP00000356070,MAPK2_HUMAN,gefitinib,4.836549775,0
MKNK1,ENSP00000361014,MKNK1_HUMAN,barasertib,4.836320533,0
